번호;영어단어;테마;품사1;의미1;예시문1;품사2;의미2;예시문2;품사3;의미3;예시문3;새 테마
571;split;일상 및 여가 생활;동;나뉘다, 분열되다, 찢다, 쪼개다;The board members were split on the issue.;명;틈, 분열;The split in the company's leadership led to chaos.;;;;국제 및 지역
572;supervise;일상 및 여가 생활;동;감독하다, 관리하다, 통제하다;The manager supervises the employees to ensure productivity.;;;;;;;국제 및 지역
573;inhabit;일상 및 여가 생활;동;~에 살다, 거주하다;The island is inhabited by a diverse range of wildlife.;;;;;;;국제 및 지역
574;appear;일상 및 여가 생활;동;나타나다, 보이다;The sun appeared from behind the clouds.;;;;;;;국제 및 지역
575;serve;일상 및 여가 생활;동;제공하다, 서빙하다, 복무하다;She served dinner to her guests.;;;;;;;국제 및 지역
576;courage;음식과 요리;명;용기, 용기를 내다;She showed great courage in facing her fears.;;;;;;;국제 및 지역
577;fashion;일상 및 여가 생활;명;유행, 패션;She followed the latest fashion trends.;동;만들다, 조성하다;He fashioned a makeshift raft out of driftwood.;;;;국제 및 지역
578;display;문화와 예술;동;보이다, 전시하다;The museum displays artifacts from ancient civilizations.;;;;;;;국제 및 지역
579;recruit;일상 및 여가 생활;동;모집하다, 신입사원을 뽑다;The company plans to recruit new employees next month.;;;;;;;국제 및 지역
580;conquer;일상 및 여가 생활;동;정복하다, 이기다, 극복하다;The army sought to conquer new territories.;;;;;;;국제 및 지역
581;nevertheless;일상 및 여가 생활;부;그럼에도 불구하고;"She was tired; nevertheless, she continued working.";;;;;;;국제 및 지역
582;seal;일상 및 여가 생활;동;봉인하다;He used wax to seal the letter shut.;;;;;;;국제 및 지역
583;greed;일상 및 여가 생활;명;탐욕, 식탐;His greed for power led to his downfall.;;;;;;;국제 및 지역
584;contract;일상 및 여가 생활;명;계약, 계약서;They signed a contract to purchase the property.;동;계약하다, 수축하다;The muscles contract when you lift weights.;;;;국제 및 지역
585;nutrition;건강과 의료;명;영양;She studied nutrition to improve her health.;;;;;;;국제 및 지역
586;retail;일상 및 여가 생활;명;소매;She worked in retail for many years.;동;소매하다;The company decided to retail their products online.;부;소매로;He started his business with retail as his main distribution channel.;국제 및 지역
587;prejudice;일상 및 여가 생활;명;편견, 선입관;He overcame his prejudice and became friends with his neighbor.;동;편견을 갖게 하다;The media's biased reporting can prejudice public opinion.;;;;국제 및 지역
588;register;일상 및 여가 생활;동;등록하다, 기재하다;She forgot to register for the conference.;명;등록부;Please sign the register when you enter the building.;;;;국제 및 지역
589;agency;정치, 법률 및 사회;명;기관, 대행사, 대리점;The government agency oversees environmental regulations.;;;;;;;국제 및 지역
590;nurture;일상 및 여가 생활;동;양육하다, 양성하다, 교육하다;She tried to nurture a love of reading in her children.;명;교육, 양육;The school provided a nurturing environment for students to grow.;;;;국제 및 지역
591;priest;일상 및 여가 생활;명;성직자;The priest performed the marriage ceremony.;;;;;;;국제 및 지역
592;elegant;일상 및 여가 생활;형;우아한, 고상한;She wore an elegant gown to the gala.;;;;;;;국제 및 지역
593;impose;정치, 법률 및 사회;동;부과하다, 강요하다;The government decided to impose new taxes.;;;;;;;국제 및 지역
594;arise;일상 및 여가 생활;동;발생하다, 일어나다, 생겨나다;Issues arose during the negotiation process.;;;;;;;일상 생활
595;modify;일상 및 여가 생활;동;수정하다, 변형하다;He had to modify his plans due to unforeseen circumstances.;;;;;;;국제 및 지역
596;masterpiece;문화와 예술;명;대표작, 대작, 명작;The painting was considered a masterpiece of the Renaissance.;;;;;;;국제 및 지역
597;harsh;일상 및 여가 생활;형;가혹한, 거친;The harsh winter weather made traveling difficult.;;;;;;;국제 및 지역
598;drought;일상 및 여가 생활;명;가뭄;The drought caused crops to wither and die.;;;;;;;국제 및 지역
599;criteria;일상 및 여가 생활;형;기준, 표준 (criterion의 복수형);The criteria for admission to the program were strict.;;;;;;;국제 및 지역
600;extraordinary;일상 및 여가 생활;형;비범한, 기이한, 놀라운;The magician performed an extraordinary trick that left the audience in awe.;;;;;;;국제 및 지역
601;dim;일상 및 여가 생활;형;희미한, 어둑한;The dim light of the moon cast eerie shadows.;동;어둑하게 하다;Turning off unnecessary lights helps to dim resources efficiently.;;;;국제 및 지역
602;general;일상 및 여가 생활;형;일반적인, 전반적인;His remarks were too general and lacked specifics.;명;장군;Each general has its unique characteristics.;;;;국제 및 지역
603;scream;일상 및 여가 생활;동;비명을 지르다;The child screamed in terror when she saw the spider.;명;비명;The scream pierced through the silence of the night.;;;;국제 및 지역
604;spill;일상 및 여가 생활;동;흘리다, 쏟다;Be careful not to spill any water while carrying the bucket.;;;;;;;국제 및 지역
605;glare;교육과 학습;동;노려보다, 반짝 반짝 빛나다;The angry teacher glared at the misbehaving students.;명;노려봄, 눈부신 빛;The glare of the sun made it difficult to see.;;;;국제 및 지역
606;swallow;문화와 예술;명;삼킴, 제비;The swallow darted through the air catching insects.;동;삼키다;Swallowing large pills can be difficult for some people.;;;;국제 및 지역
607;usual;일상 및 여가 생활;형;늘 하는, 흔히 있는;His usual routine consisted of breakfast, work, and then the gym.;;;;;;;국제 및 지역
608;routine;일상 및 여가 생활;명;틀에 박힌 일;The morning routine included brushing teeth and washing face.;형;일상적인, 지루한;The routine tasks were completed without much thought.;;;;국제 및 지역
609;eliminate;과학과 기술;동;제거하다, 삭제하다;The new software program helped to eliminate unnecessary steps in the process.;;;;;;;국제 및 지역
610;deny;일상 및 여가 생활;동;부인하다, 거절하다;He denied any involvement in the crime.;;;;;;;인간과 사회
611;sensitive;일상 및 여가 생활;형;민감한, 예민한;The sensitive microphone picked up even the faintest sounds.;;;;;;;국제 및 지역
612;tragic;일상 및 여가 생활;형;비극적인;The tragic story of the Titanic continues to capture the imagination.;;;;;;;국제 및 지역
613;deprive;일상 및 여가 생활;동;빼앗다, 강탈하다;The drought deprived the farmers of their livelihoods.;;;;;;;국제 및 지역
614;conscious;일상 및 여가 생활;형;의식하는, 의식이 있는;She was conscious of every step she took in the unfamiliar surroundings.;;;;;;;국제 및 지역
615;interfere;과학과 기술;동;간섭하다;Please refrain from interfering with the experiment.;;;;;;;국제 및 지역
616;temporary;일상 및 여가 생활;형;임시의;The temporary shelter provided refuge for the homeless.;;;;;;;국제 및 지역
617;council;일상 및 여가 생활;명;의회;The city council met to discuss the proposed budget.;;;;;;;국제 및 지역
618;adolescent;일상 및 여가 생활;명;청소년;The adolescent years are a time of rapid growth and change.;형;청소년의;The adolescent population requires specific educational programs.;;;;국제 및 지역
619;arctic;일상 및 여가 생활;형;북극의;The arctic winds howled outside the cabin.;;;;;;;국제 및 지역
620;capture;기타;동;붇잡다, 점유하다;The photographer aimed to capture the beauty of nature in his photos.;;;;;;;국제 및 지역
621;dilute;일상 및 여가 생활;형;묽은;Dilute the juice with water to make it less sweet.;동;묽게 하다, 약화시키다;Adding water will dilute the concentration of the solution.;;;;국제 및 지역
622;associate;일상 및 여가 생활;동;연상하다, 어울리다;She didn't want to associate with people who brought negativity into her life.;명;동료;The business associate was impressed with his colleague's presentation.;;;;국제 및 지역
623;figure;일상 및 여가 생활;명;숫자, 인물;The scientist scribbled figures on the chalkboard as she explained the data.;동;이해하다, 계산하다;He struggled to figure out the solution to the math problem.;;;;국제 및 지역
624;warehouse;일상 및 여가 생활;명;창고;The warehouse stored thousands of boxes filled with merchandise.;;;;;;;국제 및 지역
625;crew;일상 및 여가 생활;명;승무원, (특별한 기술의)팀;The airline crew prepared for takeoff.;동;승무원으로 일하다;She crewed on a fishing boat during the summer months.;;;;국제 및 지역
626;barrier;일상 및 여가 생활;명;장벽, 장애물;The barrier prevented cars from entering the construction zone.;;;;;;;국제 및 지역
627;pedestrian;일상 및 여가 생활;명;보행자;The pedestrian waited for the traffic light to change.;형;보행자의;The pedestrian pathway was lined with trees and benches.;;;;국제 및 지역
628;glance;일상 및 여가 생활;동;흘꿋 보다;She glanced at her watch and realized she was running late.;명;흘끗 봄;A quick glance was all it took for her to recognize him.;;;;국제 및 지역
629;errand;일상 및 여가 생활;명;심부름;She ran errands for her elderly neighbor every Saturday.;;;;;;;국제 및 지역
630;irritate;음악과 엔터테인먼트;동;짜증나게 하다, 자극하다;The loud music irritated her sensitive ears.;;;;;;;국제 및 지역
631;welfare;정치, 법률 및 사회;명;복지, 행복;The government implemented policies to improve the welfare of its citizens.;;;;;;;국제 및 지역
632;cruel;건강과 의료;형;잔인한, 비참한;The cruel treatment of animals sparked outrage among animal rights activists.;;;;;;;국제 및 지역
633;fold;일상 및 여가 생활;동;주름;She carefully folded the letter and placed it in the envelope.;동;접다;He taught her how to fold origami cranes.;;;;국제 및 지역
634;trial;일상 및 여가 생활;명;재판, 시험;The defendant awaited trial for his alleged crimes.;;;;;;;국제 및 지역
635;tribe;일상 및 여가 생활;명;부족;The tribe gathered around the fire to tell stories of their ancestors.;;;;;;;국제 및 지역
636;profound;일상 및 여가 생활;형;깊은, 심오한;His profound knowledge of philosophy impressed his classmates.;;;;;;;국제 및 지역
637;tradition;문화와 예술;명;전통;The tradition of exchanging gifts during the holidays dates back centuries.;;;;;;;국제 및 지역
638;distinguish;일상 및 여가 생활;동;구별하다;She could easily distinguish between identical twins.;;;;;;;국제 및 지역
639;statement;일상 및 여가 생활;명;진술, 성명, 진술서;The witness gave a statement to the police regarding the incident.;;;;;;;국제 및 지역
